origin,destination,distance
MSP,EWR,1008.0
PHX,IAH,1009.0
PDX,PHX,1009.0
HDN,ORD,1009.0
PHX,PDX,1009.0
ORD,HDN,1009.0
IAH,PHX,1009.0
TPA,LGA,1010.0
JAX,BOS,1010.0
BOS,JAX,1010.0
LGA,TPA,1010.0
MCO,FNT,1011.0
FNT,MCO,1011.0
MCO,BUF,1011.0
BUF,MCO,1011.0
TPA,ORD,1012.0
ORD,TPA,1012.0
OMA,DCA,1012.0
PHL,MIA,1013.0
MSO,MSP,1013.0
MIA,PHL,1013.0
ORD,ASE,1013.0
MSP,MSO,1013.0
ASE,ORD,1013.0
DEN,BNA,1014.0
BNA,DEN,1014.0
GRR,DEN,1015.0
DEN,GRR,1015.0
DSM,EWR,1017.0
DFW,RSW,1017.0
EWR,DSM,1017.0
RSW,DFW,1017.0
CHS,OKC,1020.0
MSP,LGA,1020.0
GEG,PHX,1020.0
PHX,GEG,1020.0
PHX,HOU,1020.0
HOU,PHX,1020.0
LGA,MSP,1020.0
CLE,DFW,1021.0
DFW,CLE,1021.0
DTW,SRQ,1022.0
SRQ,DTW,1022.0
PBI,EWR,1023.0
EWR,PBI,1023.0
DEN,SDF,1024.0
DEN,SEA,1024.0
SEA,DEN,1024.0
GRR,MCO,1024.0
SDF,DEN,1024.0
MCO,GRR,1024.0
RSW,CLE,1025.0
CLE,RSW,1025.0
FCA,MSP,1026.0
TTN,FLL,1026.0
MSP,FCA,1026.0
FLL,TTN,1026.0
PWM,ATL,1027.0
TUL,IAD,1027.0
ATL,PWM,1027.0
IAD,TUL,1027.0
PBI,JFK,1028.0
RSW,TTN,1028.0
TTN,RSW,1028.0
JFK,PBI,1028.0
MSP,JFK,1029.0
JFK,MSP,1029.0
LGA,DSM,1031.0
ORD,GUC,1031.0
GUC,ORD,1031.0
DSM,LGA,1031.0
AUS,CLT,1032.0
CLT,AUS,1032.0
TPA,HPN,1032.0
HPN,TPA,1032.0
MCO,ROC,1033.0
ROC,MCO,1033.0
ISP,TPA,1034.0
SRQ,EWR,1034.0
TPA,ISP,1034.0
IAH,MSP,1034.0
MSP,IAH,1034.0
EWR,SRQ,1034.0
LGA,PBI,1035.0
PBI,LGA,1035.0
SAT,MDW,1036.0
FNT,TPA,1036.0
TPA,FNT,1036.0
MDW,SAT,1036.0
OMA,PHX,1037.0
PHX,OMA,1037.0
MSP,MSY,1039.0
MSY,MSP,1039.0
OTH,DEN,1040.0
DEN,OTH,1040.0
JFK,SRQ,1041.0
SAT,MCO,1041.0
MCO,SAT,1041.0
GRR,TPA,1041.0
ORD,SAT,1041.0
SRQ,JFK,1041.0
TPA,GRR,1041.0
SAT,ORD,1041.0
AUS,MSP,1042.0
MSP,AUS,1042.0
IAH,GRR,1042.0
RDU,IAH,1042.0
IAH,RDU,1042.0
GRR,IAH,1042.0
MCI,PHX,1044.0
PHX,MCI,1044.0
ORF,MSP,1045.0
MSP,ORF,1045.0
MIA,SJU,1045.0
SJU,MIA,1045.0
SJU,FLL,1046.0
FLL,SJU,1046.0
BOS,STL,1047.0
SWF,TPA,1047.0
STL,BOS,1047.0
SRQ,LGA,1047.0
JAC,DFW,1047.0
DFW,JAC,1047.0
LGA,SRQ,1047.0
DEN,HSV,1048.0
MCI,TPA,1048.0
DFW,MYR,1048.0
TPA,MCI,1048.0
HSV,DEN,1048.0
MYR,DFW,1048.0
ORD,SRQ,1050.0
BDL,MSP,1050.0
MCO,BDL,1050.0
RDU,HOU,1050.0
SRQ,ORD,1050.0
HOU,RDU,1050.0
SEA,SAN,1050.0
SAN,SEA,1050.0
BDL,MCO,1050.0
MSP,BDL,1050.0
DAL,RDU,1052.0
PBI,ISP,1052.0
RDU,DAL,1052.0
ISP,PBI,1052.0
BUF,TPA,1053.0
MCO,SYR,1053.0
SYR,MCO,1053.0
TPA,BUF,1053.0
LAS,DFW,1055.0
DFW,LAS,1055.0
PBI,HPN,1056.0
HPN,PBI,1056.0
FLL,STL,1056.5857418111752
STL,FLL,1056.5896946564885
RAP,IAH,1058.0
IAH,RAP,1058.0
BIL,ORD,1060.0
DAL,PIT,1060.0
PIT,DAL,1060.0
ORD,BIL,1060.0
DFW,RDU,1061.0
RDU,DFW,1061.0
MSY,DEN,1062.0
FLL,CLE,1062.0
DEN,MSY,1062.0
CLE,FLL,1062.0
EWR,FLL,1065.0
FLL,EWR,1065.0
MCO,MKE,1066.0
MKE,MCO,1066.0
PIT,DFW,1067.0
DAL,LAS,1067.0
LAS,DAL,1067.0
DFW,PIT,1067.0
MIA,STL,1068.0
COS,SEA,1068.0
RSW,EWR,1068.0
STL,MIA,1068.0
SEA,COS,1068.0
EWR,RSW,1068.0
SAT,LAS,1069.0
DEN,CVG,1069.0
FLL,JFK,1069.0
LAS,SAT,1069.0
JFK,FLL,1069.0
CVG,DEN,1069.0
MCO,PVD,1072.0
PVD,MCO,1072.0
MCO,MCI,1072.0
MCI,MCO,1072.0
ALB,MCO,1073.0
MCO,ALB,1073.0
JFK,RSW,1074.0
RSW,JFK,1074.0
DTW,IAH,1075.0
MKE,TPA,1075.0
TPA,MKE,1075.0
IAH,DTW,1075.0
LGA,FLL,1076.0
FLL,LGA,1076.0
TUL,LAS,1076.0
LAS,TUL,1076.0
ORD,COD,1077.0
SWF,PBI,1077.0
COD,ORD,1077.0
TPA,ROC,1079.0
ROC,TPA,1079.0
LGA,RSW,1080.0
MIA,CLE,1080.0
RSW,LGA,1080.0
CLE,MIA,1080.0
ORD,MTJ,1081.0
MTJ,ORD,1081.0
DEN,BHM,1083.0
BHM,DEN,1083.0
RSW,DTW,1084.0
DTW,RSW,1084.0
MIA,EWR,1085.0
DAY,DEN,1085.0
DEN,DAY,1085.0
LIT,LGA,1085.0
LGA,LIT,1085.0
EWR,MIA,1085.0
PBI,DTW,1086.0
AUS,SLC,1086.0
DTW,PBI,1086.0
SLC,AUS,1086.0
SLC,SAT,1087.0
SAT,SLC,1087.0
JFK,MIA,1089.0
PHL,MSY,1089.0
MIA,JFK,1089.0
MSY,PHL,1089.0
LAS,AUS,1090.0
AUS,LAS,1090.0
CLE,IAH,1091.0
IAH,CLE,1091.0
MCO,ORH,1091.0
ORH,MCO,1091.0
MCI,EWR,1092.0
FLL,ISP,1092.0
ISP,FLL,1092.0
EWR,MCI,1092.0
SAT,CLT,1095.0
CLT,SAT,1095.0
LGA,MIA,1096.0
MIA,LGA,1096.0
MSP,SAT,1097.0
FLL,HPN,1097.0
HPN,FLL,1097.0
SAT,MSP,1097.0
OMA,LAS,1099.0
LAS,OMA,1099.0
ORD,GJT,1100.0
RSW,ISP,1101.0
ISP,RSW,1101.0
HPN,RSW,1102.0
RSW,HPN,1102.0
PBI,DFW,1102.0
DFW,PBI,1102.0
AUS,MIA,1103.0
MIA,AUS,1103.0
FLL,AUS,1105.0
MDW,RSW,1105.0
AUS,FLL,1105.0
RSW,MDW,1105.0
STT,MIA,1107.0
MIA,STT,1107.0
MCI,LGA,1107.0
SEA,PHX,1107.0
PHX,SEA,1107.0
FLL,STT,1107.0
LGA,MCI,1107.0
STT,FLL,1107.0
FLL,DAL,1108.0
DAL,FLL,1108.0
MCO,MSN,1109.0
MSN,MCO,1109.0
PDX,ABQ,1111.0
ABQ,PDX,1111.0
BDL,TPA,1111.0
TPA,BDL,1111.0
PIT,IAH,1117.0
IAH,PIT,1117.0
SWF,FLL,1118.0
ABQ,ORD,1118.0
FLL,SWF,1118.0
ORD,ABQ,1118.0
TUS,PDX,1119.0
FLL,DFW,1119.0
DFW,FLL,1119.0
PDX,TUS,1119.0
ORD,RSW,1120.0
SWF,RSW,1120.0
RSW,ORD,1120.0
BOS,MCO,1121.0
DFW,MIA,1121.0
MCO,BOS,1121.0
MDW,ABQ,1121.0
ABQ,MDW,1121.0
MIA,DFW,1121.0
DTW,DEN,1123.0
DEN,DTW,1123.0
ATL,FAR,1123.0
FAR,ATL,1123.0
BOS,MSP,1124.0
MSP,BOS,1124.0
PSP,DFW,1126.0
DFW,PSP,1126.0
FLL,DTW,1127.0
DTW,FLL,1127.0
PBI,MDW,1128.0
MDW,PBI,1128.0
BQN,MCO,1129.0
SAN,SAT,1129.0
SAT,SAN,1129.0
MCO,BQN,1129.0
ALB,TPA,1130.0
TPA,ALB,1130.0
XNA,EWR,1131.0
EWR,XNA,1131.0
HOU,PIT,1131.0
PIT,HOU,1131.0
PBI,BDL,1133.0
BDL,PBI,1133.0
OMA,EWR,1134.0
EWR,OMA,1134.0
PVD,TPA,1136.0
PHX,LIT,1136.0
TPA,PVD,1136.0
OKC,IAD,1136.0
IAD,OKC,1136.0
LIT,PHX,1136.0
RSW,FNT,1138.0
FNT,RSW,1138.0
MIA,STX,1139.0
LAS,MCI,1139.0
MCI,LAS,1139.0
STX,MIA,1139.0
MSP,BOI,1142.0
MCO,MHT,1142.0
MHT,MCO,1142.0
BOI,MSP,1142.0
SAT,MIA,1143.0
MIA,SAT,1143.0
BUF,RSW,1144.0
RSW,BUF,1144.0
ORD,PBI,1144.0
PBI,ORD,1144.0
MIA,DTW,1145.0
DTW,MIA,1145.0
XNA,LGA,1147.0
GRR,RSW,1147.0
LGA,XNA,1147.0
RSW,GRR,1147.0
PVD,PBI,1148.0
OMA,LGA,1148.0
PBI,PVD,1148.0
LGA,OMA,1148.0
DTW,AUS,1149.0
AUS,DTW,1149.0
PHX,DSM,1149.211320754717
DSM,PHX,1149.2121212121212
CMH,DEN,1154.0
DEN,CMH,1154.0
MCI,RSW,1155.0
RSW,MCI,1155.0
SLC,STL,1156.0
STL,SLC,1156.0
IAH,RIC,1157.0
RIC,IAH,1157.0
DFW,RIC,1158.0
RIC,DFW,1158.0
DEN,TYS,1162.0
ORD,JAC,1162.0
TYS,DEN,1162.0
JAC,ORD,1162.0
SAN,AUS,1164.0
AUS,SAN,1164.0
FLL,BUF,1165.610576923077
BUF,FLL,1165.611821086262
MDW,FLL,1166.7030995106036
FLL,MDW,1166.7059787059786
MSY,EWR,1167.0
EWR,MSY,1167.0
TUL,MIA,1168.0
MIA,TUL,1168.0
SAN,DFW,1171.0
DFW,SAN,1171.0
DFW,IAD,1172.0
IAD,DFW,1172.0
BDL,FLL,1173.0
FLL,BDL,1173.0
MSP,JAX,1174.0
MSN,SLC,1174.0
JAX,MSP,1174.0
SLC,MSN,1174.0
GEG,MSP,1175.0
MSP,GEG,1175.0
IAG,FLL,1176.0
FLL,IAG,1176.0
PSE,MCO,1179.0
MCO,PSE,1179.0
BDL,RSW,1180.0
SEA,ABQ,1180.0
OKC,BWI,1180.0
BWI,OKC,1180.0
ABQ,SEA,1180.0
RSW,BDL,1180.0
MSY,JFK,1182.0
JFK,MSY,1182.0
SAN,DAL,1182.0
DAL,SAN,1182.0
ORD,FLL,1182.0
FLL,ORD,1182.0
RSW,MKE,1183.0
MSY,LGA,1183.0
LGA,MSY,1183.0
MKE,RSW,1183.0
COS,ATL,1184.0
ATL,COS,1184.0
DAL,DCA,1184.0
DCA,DAL,1184.0
TPA,BOS,1185.0
BOS,TPA,1185.0
ORD,BZN,1186.0
BZN,ORD,1186.0
OKC,LAX,1187.0
LAX,OKC,1187.0
FLL,PVD,1188.0
PVD,FLL,1188.0
ONT,DFW,1188.0
DFW,ONT,1188.0
SJU,MCO,1189.0
MCO,SJU,1189.0
IAD,IAH,1190.0
IAH,IAD,1190.0
DFW,DCA,1192.0
ANC,ADK,1192.0
ADK,ANC,1192.0
DCA,DFW,1192.0
MIA,BDL,1194.0
BDL,MIA,1194.0
SLC,IAH,1195.0
IAH,SLC,1195.0
MIA,ORD,1197.0
ORD,MIA,1197.0
BOS,PBI,1197.0
PBI,BOS,1197.0
ATL,DEN,1199.0
DEN,ATL,1199.0
PVD,RSW,1200.0
RSW,PVD,1200.0
CLE,DEN,1201.0
DEN,CLE,1201.0
IAH,ORF,1201.0
ORF,IAH,1201.0
ICT,LAX,1203.0
LAX,ICT,1203.0
MHT,TPA,1204.0
ALB,FLL,1204.0
FLL,ALB,1204.0
TPA,MHT,1204.0
ALB,RSW,1205.0
SNA,DFW,1205.0
DFW,SNA,1205.0
RSW,ALB,1205.0
LGA,EYW,1207.0
EYW,LGA,1207.0
IAH,DCA,1208.0
DCA,IAH,1208.0
DAL,BWI,1209.0
BWI,DAL,1209.0
AUS,SNA,1209.0
SNA,AUS,1209.0
SAT,LAX,1211.0
ORH,FLL,1211.0
MCO,OMA,1211.0
LAX,SAT,1211.0
FLL,ORH,1211.0
OMA,MCO,1211.0
DFW,ORF,1212.0
ORF,DFW,1212.0
MCO,PWM,1214.0
HOU,SLC,1214.0
DTW,SAT,1214.0
PWM,MCO,1214.0
SLC,HOU,1214.0
SAT,DTW,1214.0
TUL,EWR,1215.0
EWR,TUL,1215.0
LAS,DSM,1216.0
SEA,TUS,1216.0
SNA,DAL,1216.0
DSM,LAS,1216.0
TUS,SEA,1216.0
DAL,SNA,1216.0
DFW,BWI,1217.0
BWI,DFW,1217.0
DCA,HOU,1218.0
OKC,FLL,1218.0
HOU,DCA,1218.0
SRQ,BOS,1220.0
BOS,SRQ,1220.0
IAH,LAS,1222.0
OKC,MIA,1222.0
LAS,IAH,1222.0
MIA,OKC,1222.0
DEN,CAK,1224.0
CAK,DEN,1224.0
LGB,AUS,1226.0
AUS,LGB,1226.0
ATL,RAP,1230.0
RAP,ATL,1230.0
LAX,DFW,1235.0
IAH,BWI,1235.0
BWI,IAH,1235.0
HOU,LAS,1235.0
LAS,HOU,1235.0
DFW,LAX,1235.0
ORD,ELP,1236.0
ELP,ORD,1236.0
SJU,TPA,1237.0
BOS,FLL,1237.0
FLL,BOS,1237.0
TPA,SJU,1237.0
FLL,MCI,1242.0
MCI,FLL,1242.0
AUS,LAX,1242.0
LAX,AUS,1242.0
MKE,FLL,1243.0
FLL,MKE,1243.0
BWI,HOU,1246.0
LAX,DAL,1246.0
DAL,LAX,1246.0
HOU,BWI,1246.0
BOS,RSW,1249.0
RSW,BOS,1249.0
SLC,ORD,1250.0
ORD,SLC,1250.0
MIA,MCI,1251.0
MCI,MIA,1251.0
MSP,PSC,1254.0
PSC,MSP,1254.0
BOS,MCI,1256.0
MCI,BOS,1256.0
MIA,BOS,1258.0
BOS,MIA,1258.0
SLC,MDW,1259.0
MDW,SLC,1259.0
STL,PHX,1262.0
FLL,MHT,1262.0
MHT,FLL,1262.0
MEM,SLC,1262.0
SLC,MEM,1262.0
PHX,STL,1262.0
IAH,JAC,1265.0
JAC,IAH,1265.0
ATL,ABQ,1269.0
PSP,IAH,1269.0
ABQ,ATL,1269.0
IAH,PSP,1269.0
PHX,MSP,1276.0
MSP,PHX,1276.0
ELP,ATL,1282.0
ATL,ELP,1282.0
DEN,PIT,1290.0
PIT,DEN,1290.0
LAS,LIT,1294.0
LIT,LAS,1294.0
DAL,PHL,1295.0
PHL,DAL,1295.0
AUS,IAD,1297.0
IAD,AUS,1297.0
MSP,TUS,1298.0
TUS,MSP,1298.0
LAS,MSP,1299.0
MSP,LAS,1299.0
PHX,MSY,1300.0
MSY,PHX,1300.0
IAH,SAN,1303.0
PHL,DFW,1303.0
SAN,IAH,1303.0
DFW,PHL,1303.0
ATL,ASE,1304.0
ASE,ATL,1304.0
MSP,TPA,1306.0
TPA,MSP,1306.0
MCO,MSP,1310.0
MSP,MCO,1310.0
EGE,ATL,1312.0
ATL,EGE,1312.0
DFW,FAT,1313.0
FAT,DFW,1313.0
SAN,HOU,1313.0
HOU,SAN,1313.0
DCA,AUS,1315.0
AUS,DCA,1315.0
PHL,IAH,1325.0
EWR,OKC,1325.0
IAH,PHL,1325.0
OKC,EWR,1325.0
IAH,ISN,1330.0
OMA,LAX,1330.0
LAX,OMA,1330.0
ISN,IAH,1330.0
MSO,ORD,1332.0
ONT,IAH,1334.0
MCI,SAN,1334.0
FLL,PBG,1334.0
IAH,ONT,1334.0
PBG,FLL,1334.0
SAN,MCI,1334.0
DEN,CLT,1337.0
CLT,DEN,1337.0
ATL,HDN,1340.0
HDN,ATL,1340.0
BWI,AUS,1342.0
MCI,SNA,1342.0
AUS,BWI,1342.0
SNA,MCI,1342.0
RNO,DFW,1345.0
DFW,RNO,1345.0
SNA,IAH,1346.0
IAH,SNA,1346.0
FCA,ORD,1352.0
ATL,MTJ,1352.0
MTJ,ATL,1352.0
ORD,FCA,1352.0
SLC,IND,1355.0
IND,SLC,1355.0
HOU,SNA,1357.0
SNA,HOU,1357.0
IAD,SAT,1362.0
SAT,IAD,1362.0
MCI,LAX,1363.0
LAX,MCI,1363.0
MSY,BOS,1368.0
OMA,SEA,1368.0
BOS,MSY,1368.0
SEA,OMA,1368.0
OMA,PDX,1369.0
DEN,GSO,1370.0
GSO,DEN,1370.0
LAS,STL,1371.0
STL,LAS,1371.0
DFW,EWR,1372.0
EWR,DFW,1372.0
LAX,IAH,1379.0
IAH,LAX,1379.0
LGA,DAL,1381.0
DAL,LGA,1381.0
SFO,OKC,1384.0
OKC,SFO,1384.0
IAH,BZN,1385.0
BZN,IAH,1385.0
LGA,DFW,1389.0
DFW,LGA,1389.0
HOU,LAX,1390.0
LAX,HOU,1390.0
DFW,JFK,1391.0
ATL,GJT,1391.0
JFK,DFW,1391.0
SEA,MSP,1399.0
MSP,SEA,1399.0
EWR,IAH,1400.0
IAH,EWR,1400.0
SLC,BNA,1404.0
BNA,SLC,1404.0
MSP,RNO,1405.0
RNO,MSP,1405.0
SAT,BWI,1407.0
BWI,SAT,1407.0
EWR,HOU,1411.0
HOU,EWR,1411.0
LAS,MEM,1416.0
LGA,IAH,1416.0
MEM,LAS,1416.0
IAH,LGA,1416.0
RSW,MSP,1416.0
MSP,RSW,1416.0
MSP,PDX,1426.0
PDX,MSP,1426.0
SLC,MSY,1428.0
IAH,BFL,1428.0
MSY,SLC,1428.0
HOU,JFK,1428.0
BFL,IAH,1428.0
HOU,LGA,1428.0
LGA,HOU,1428.0
JFK,HOU,1428.0
PHL,AUS,1430.0
AUS,PHL,1430.0
SMF,DFW,1431.0
DFW,SMF,1431.0
SFO,OMA,1433.0
OMA,SFO,1433.0
RDU,DEN,1436.0
DEN,RDU,1436.0
BOI,ORD,1437.0
TUS,ORD,1437.0
ORD,BOI,1437.0
ORD,TUS,1437.0
SJC,DFW,1438.0
DFW,SJC,1438.0
PHX,ORD,1440.0
ORD,PHX,1440.0
TUS,MDW,1440.0
MDW,TUS,1440.0
DAL,SMF,1442.0
SMF,DAL,1442.0
MDW,PHX,1444.0
PHX,MDW,1444.0
JAX,DEN,1447.0
DEN,JAX,1447.0
SEA,ANC,1448.0
BOI,MDW,1448.0
MDW,BOI,1448.0
ANC,SEA,1448.0
PHX,BNA,1449.0
ABQ,CLT,1449.0
BNA,PHX,1449.0
CLT,ABQ,1449.0
SLC,CVG,1450.0
DAL,SJC,1450.0
SJC,DAL,1450.0
CVG,SLC,1450.0
IAD,DEN,1452.0
DEN,IAD,1452.0
PSP,MSP,1454.0
MSP,PSP,1454.0
OAK,DFW,1457.0
DFW,OAK,1457.0
PHX,MKE,1460.0
MKE,PHX,1460.0
SFO,DFW,1464.0
DFW,SFO,1464.0
DAL,OAK,1468.0
OAK,DAL,1468.0
DFW,BDL,1471.0
BDL,DFW,1471.0
DEN,MDT,1474.0
MDT,DEN,1474.0
CLT,SJU,1475.0
SJU,CLT,1475.0
SFO,DAL,1476.0
AUS,SJC,1476.0
DAL,SFO,1476.0
DCA,DEN,1476.0
DEN,DCA,1476.0
SJC,AUS,1476.0
DTW,SLC,1481.0
SLC,DTW,1481.0
MCI,PDX,1482.0
PDX,MCI,1482.0
IAH,BOI,1482.0
SFO,SAT,1482.0
SAT,SFO,1482.0
BOI,IAH,1482.0
FLL,MSP,1487.0
MSP,FLL,1487.0
PHX,IND,1488.0
IND,PHX,1488.0
MCI,OAK,1489.0
MCI,SEA,1489.0
SEA,MCI,1489.0
OAK,MCI,1489.0
BWI,DEN,1491.0
DEN,BWI,1491.0
SAT,PHL,1496.0
PHL,SAT,1496.0
AUS,OAK,1497.0
OAK,AUS,1497.0
MCI,SFO,1499.0
SFO,MCI,1499.0
LAS,MSY,1500.0
MSY,LAS,1500.0
MSP,MIA,1501.0
MIA,MSP,1501.0
SFO,AUS,1504.0
EWR,AUS,1504.0
AUS,SFO,1504.0
AUS,EWR,1504.0
TPA,DEN,1506.0
DEN,TPA,1506.0
PHX,SDF,1506.0
SDF,PHX,1506.0
BDL,IAH,1507.0
IAH,BDL,1507.0
GEG,MDW,1511.0
MDW,GEG,1511.0
LAS,ORD,1514.0
ORD,LAS,1514.0
SMF,MSP,1517.0
MSP,SMF,1517.0
OKC,SEA,1519.0
SEA,OKC,1519.0
CLT,STT,1520.0
STT,CLT,1520.0
LAS,MDW,1521.0
JFK,AUS,1521.0
AUS,JFK,1521.0
MDW,LAS,1521.0
MSP,SNA,1522.0
SNA,MSP,1522.0
MKE,LAS,1524.0
LAS,MKE,1524.0
RNO,IAH,1530.0
IAH,RNO,1530.0
SAN,MSP,1532.0
MSP,SAN,1532.0
FAI,SEA,1533.0
PHF,DEN,1533.0
SEA,FAI,1533.0
DEN,PHF,1533.0
LAX,MSP,1535.0
MSP,LAX,1535.0
TUS,ATL,1541.0
ATL,TUS,1541.0
PDX,ANC,1542.0
ANC,PDX,1542.0
DEN,MCO,1546.0
MCO,DEN,1546.0
ATL,SJU,1547.0
SJU,ATL,1547.0
CID,LAX,1550.0
SFO,XNA,1550.0
XNA,SFO,1550.0
ABQ,MCO,1553.0
MCO,ABQ,1553.0
DAL,BOS,1554.0
BOS,DAL,1554.0
SJU,DCA,1554.0
DCA,SJU,1554.0
STL,SAN,1557.0
SAN,STL,1557.0
PHL,DEN,1558.0
DEN,PHL,1558.0
STX,CLT,1562.0
BOS,DFW,1562.0
CLT,STX,1562.0
DFW,BOS,1562.0
SJU,BWI,1565.0
BWI,SJU,1565.0
SNA,STL,1569.0
CVG,PHX,1569.0
PHX,CVG,1569.0
SAT,EWR,1569.0
EWR,SAT,1569.0
STL,SNA,1569.0
IAD,SJU,1571.0
SJU,IAD,1571.0
JAC,ATL,1572.0
ATL,JAC,1572.0
MSP,SJC,1576.0
BQN,JFK,1576.0
SJC,MSP,1576.0
PHL,SJU,1576.0
SJU,PHL,1576.0
JFK,BQN,1576.0
HDN,IAD,1582.0
IAD,HDN,1582.0
BQN,EWR,1585.0
EWR,BQN,1585.0
PHX,ATL,1587.0
SAT,JFK,1587.0
ATL,PHX,1587.0
BNA,LAS,1587.0
JFK,SAT,1587.0
LAS,BNA,1587.0
MSP,SFO,1589.0
SFO,MSP,1589.0
IND,LAS,1590.0
SLC,ATL,1590.0
LAS,IND,1590.0
ATL,SLC,1590.0
STL,LAX,1592.0
LAX,STL,1592.0
BOS,IAH,1597.0
IAH,BOS,1597.0
JFK,SJU,1598.0
SJU,JFK,1598.0
STT,ATL,1599.0
MSY,SAN,1599.0
ATL,STT,1599.0
SAN,MSY,1599.0
PHL,STT,1605.0
EWR,DEN,1605.0
DEN,EWR,1605.0
STT,PHL,1605.0
STT,IAD,1606.0
IAD,STT,1606.0
RSW,DEN,1607.0
DEN,RSW,1607.0
SJU,EWR,1608.0
SJC,IAH,1608.0
EWR,SJU,1608.0
IAH,SJC,1608.0
IAH,SMF,1609.0
BOS,HOU,1609.0
HOU,BOS,1609.0
SMF,IAH,1609.0
DEN,ALB,1610.0
ALB,DEN,1610.0
DFW,PDX,1616.0
PDX,DFW,1616.0
PSE,JFK,1617.0
JFK,PSE,1617.0
BHM,LAS,1618.0
LAS,BHM,1618.0
MEM,LAX,1619.0
LAX,MEM,1619.0
DEN,LGA,1620.0
LGA,DEN,1620.0
STT,JFK,1623.0
JFK,STT,1623.0
LAS,SDF,1624.0
SDF,LAS,1624.0
PDX,DAL,1626.0
JFK,DEN,1626.0
DEN,JFK,1626.0
DAL,PDX,1626.0
OAK,IAH,1628.0
IAH,OAK,1628.0
EWR,STT,1634.0
STT,EWR,1634.0
SFO,IAH,1635.0
IAH,SFO,1635.0
STX,ATL,1638.0
ATL,STX,1638.0
ATL,BZN,1640.0
BZN,ATL,1640.0
OAK,HOU,1642.0
HOU,OAK,1642.0
ORD,PSP,1651.7613941018767
PSP,ORD,1651.7628032345012
DFW,SEA,1660.0
SEA,DFW,1660.0
SJU,BDL,1666.0
BDL,SJU,1666.0
SEA,DAL,1670.0
BWI,ABQ,1670.0
LAX,MSY,1670.0
PHX,CMH,1670.0
DAL,SEA,1670.0
ABQ,BWI,1670.0
CMH,PHX,1670.0
MSY,LAX,1670.0
PHX,DTW,1671.0
ORD,RNO,1671.0
DEN,BDL,1671.0
RNO,ORD,1671.0
DTW,PHX,1671.0
BDL,DEN,1671.0
MSN,SAN,1672.0
BOS,SJU,1674.0
SJU,BOS,1674.0
LAS,CVG,1678.0
CVG,LAS,1678.0
DEN,PBI,1679.0
PBI,DEN,1679.0
RNO,MDW,1680.0
MDW,RNO,1680.0
LAX,MSN,1687.0
MSN,LAX,1687.0
STT,BOS,1693.0
BOS,STT,1693.0
MKE,SEA,1694.0
SEA,MKE,1694.0
AUS,BOS,1698.0
BOS,AUS,1698.0
FLL,DEN,1703.0
DEN,FLL,1703.0
MDW,ONT,1706.0
ONT,MDW,1706.0
STL,PDX,1708.0
PDX,STL,1708.0
STL,SEA,1709.0
DEN,MIA,1709.0
MIA,DEN,1709.0
SEA,STL,1709.0
PDX,AUS,1715.0
AUS,PDX,1715.0
SEA,ORD,1721.0
ORD,SEA,1721.0
SAN,ORD,1723.0
ORD,SAN,1723.0
EWR,EGE,1725.0
EGE,EWR,1725.0
ORD,SNA,1726.0
SNA,ORD,1726.0
SLC,CLT,1727.0
CLT,SLC,1727.0
SAN,MDW,1728.0
EWR,HDN,1728.0
MDW,SAN,1728.0
HDN,EWR,1728.0
MDW,SNA,1731.0
SNA,MDW,1731.0
MDW,SEA,1733.0
FNT,LAS,1733.0
SEA,MDW,1733.0
LAS,FNT,1733.0
SFO,STL,1735.0
STL,SFO,1735.0
CLE,PHX,1737.0
PHX,CLE,1737.0
ORD,PDX,1739.0
MKE,SAN,1739.0
SAN,MKE,1739.0
PDX,ORD,1739.0
LAX,ORD,1744.0
ORD,LAX,1744.0
JFK,EGE,1746.0
EGE,JFK,1746.0
ATL,LAS,1747.0
LAS,ATL,1747.0
DTW,LAS,1749.0
LAS,DTW,1749.0
IAD,JAC,1750.0
JAC,IAD,1750.0
MDW,LAX,1750.0
LAX,MDW,1750.0
BNA,SAN,1751.0
MDW,PDX,1751.0
PDX,MDW,1751.0
SAN,BNA,1751.0
BOS,DEN,1754.0
DEN,BOS,1754.0
LAX,MKE,1756.0
MKE,LAX,1756.0
SEA,AUS,1770.0
AUS,SEA,1770.0
LAS,CMH,1771.0
CMH,LAS,1771.0
SFO,MSN,1772.0
MSN,SFO,1772.0
CLT,PHX,1773.0
PHX,CLT,1773.0
SEA,SAT,1774.0
SAT,SEA,1774.0
ORD,SMF,1781.0
SMF,ORD,1781.0
PHX,TPA,1788.0
TPA,PHX,1788.0
MDW,SMF,1790.0
SMF,MDW,1790.0
EWR,MTJ,1795.0
MTJ,EWR,1795.0
BNA,LAX,1797.0
LAX,BNA,1797.0
MSO,ATL,1800.0
ATL,MSO,1800.0
MIA,EGE,1810.0
LGA,MTJ,1810.0
EGE,MIA,1810.0
MTJ,LGA,1810.0
PIT,PHX,1814.0
LAX,IND,1814.0
PHX,PIT,1814.0
IND,LAX,1814.0
LAS,CLE,1824.0
CLE,LAS,1824.0
PDX,IAH,1825.0
IAH,PDX,1825.0
JFK,ABQ,1826.0
ABQ,JFK,1826.0
SJC,ORD,1829.0
ORD,SJC,1829.0
ORD,OAK,1836.0
OAK,ORD,1836.0
SJC,MDW,1838.0
MDW,SJC,1838.0
CLE,SJU,1839.0
SJU,CLE,1839.0
